date,open,high,low,close,adj_close,volume,return,log_return,ma_5,ma_5_diff,ma_10,ma_10_diff,ma_20,ma_20_diff,ma_50,ma_50_diff,ma_100,ma_100_diff,ma_200,ma_200_diff,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_mid_20,bb_std_20,bb_upper_20,bb_lower_20,vol_20
2020-09-30,10.0,11.40999984741211,9.109999656677246,9.5,9.5,338584400,,,9.5,0.0,9.5,0.0,9.5,0.0,9.5,0.0,9.5,0.0,9.5,0.0,9.5,9.5,0.0,0.0,0.0,,9.5,,,,
2020-10-01,9.6899995803833,10.100000381469728,9.229999542236328,9.460000038146973,9.460000038146973,124297600,-0.004210522300318709,-0.00421941151025875,9.480000019073486,-0.019999980926513672,9.480000019073486,-0.019999980926513672,9.480000019073486,-0.019999980926513672,9.480000019073486,-0.019999980926513672,9.480000019073486,-0.019999980926513672,9.480000019073486,-0.019999980926513672,9.493846159714918,9.497037039862738,-0.0031908801478195414,-0.0006381760295639084,-0.002552704118255633,0.0,9.480000019073486,0.028284244273478854,9.536568507620444,9.423431530526528,
2020-10-02,9.0600004196167,9.279999732971191,8.9399995803833,9.199999809265137,9.199999809265137,55018300,-0.027484167847082297,-0.02786892377329243,9.386666615804037,-0.18666680653890033,9.386666615804037,-0.18666680653890033,9.386666615804037,-0.18666680653890033,9.386666615804037,-0.18666680653890033,9.386666615804037,-0.18666680653890033,9.386666615804037,-0.18666680653890033,9.44863902887649,9.475034282040694,-0.026395253164203325,-0.0057895914564917925,-0.020605661707711533,0.0,9.386666615804037,0.16289067417944547,9.712447964162928,9.060885267445146,0.01672273049294553
2020-10-05,9.43000030517578,9.489999771118164,8.920000076293945,9.029999732971191,9.029999732971191,36316900,-0.01847826954547782,-0.01865112546534712,9.297499895095825,-0.2675001621246338,9.297499895095825,-0.2675001621246338,9.297499895095825,-0.2675001621246338,9.297499895095825,-0.2675001621246338,9.297499895095825,-0.2675001621246338,9.297499895095825,-0.2675001621246338,9.384232983352598,9.442068759887398,-0.057835776534799876,-0.01619882847215341,-0.041636948062646464,0.0,9.297499895095825,0.2224673702302898,9.742434635556405,8.852565154635245,0.011920162216505504
2020-10-06,9.039999961853027,10.18000030517578,8.899999618530273,9.899999618530272,9.899999618530272,90864000,0.09634550512581463,0.09198238075065077,9.417999839782714,0.4819997787475572,9.417999839782714,0.4819997787475572,9.417999839782714,0.4819997787475572,9.417999839782714,0.4819997787475572,9.417999839782714,0.4819997787475572,9.417999839782714,0.4819997787475572,9.463581696456856,9.475989564231314,-0.012407867774458126,-0.015440636332614352,0.003032768558156226,64.92535700700256,9.417999839782714,0.3312400662066751,10.080479972196065,8.755519707369364,0.05531081444253182
2020-10-07,10.039999961853027,10.489999771118164,9.989999771118164,10.0,10.0,54672400,0.010101049022522401,0.010050374385797877,9.517999839782714,0.48200016021728587,9.514999866485596,0.4850001335144043,9.514999866485596,0.4850001335144043,9.514999866485596,0.4850001335144043,9.514999866485596,0.4850001335144043,9.514999866485596,0.4850001335144043,9.546107589309647,9.514805152066032,0.0313024372436157,-0.006092021617368342,0.03739445886098404,67.36110443844751,9.514999866485596,0.37977627131067526,10.274552409106946,8.755447323864246,0.04790071192301169
2020-10-08,10.289999961853027,10.399999618530272,9.989999771118164,10.0,10.0,34989200,0.0,0.0,9.62599983215332,0.37400016784667933,9.584285599844796,0.41571440015520444,9.584285599844796,0.41571440015520444,9.584285599844796,0.41571440015520444,9.584285599844796,0.41571440015520444,9.584285599844796,0.41571440015520444,9.615937190954316,9.550745511172252,0.06519167978206397,0.008164718662518122,0.057026961119545846,67.36110439166899,9.584285599844796,0.39216740065783406,10.368620401160463,8.799950798529128,0.04304791023784937
2020-10-09,10.130000114440918,10.1899995803833,9.890000343322754,9.949999809265137,9.949999809265137,19653500,-0.00500001907348635,-0.005012560992877481,9.775999832153321,0.1739999771118157,9.629999876022339,0.31999993324279785,9.629999876022339,0.31999993324279785,9.629999876022339,0.31999993324279785,9.629999876022339,0.31999993324279785,9.629999876022339,0.31999993324279785,9.667331439925212,9.580319903623577,0.0870115363016346,0.02393408219034142,0.06307745411129319,65.1006570890668,9.629999876022339,0.38541260699833746,10.400825090019014,8.859174662025664,0.039630065136885606
2020-10-12,10.039999961853027,10.050000190734863,9.65999984741211,9.890000343322754,9.890000343322754,20623600,-0.0060300971952294,-0.006048351652417247,9.947999954223633,-0.057999610900878906,9.658888816833496,0.2311115264892578,9.658888816833496,0.2311115264892578,9.658888816833496,0.2311115264892578,9.658888816833496,0.2311115264892578,9.658888816833496,0.2311115264892578,9.701588194294064,9.603259195453147,0.09832899884091795,0.03881306552045673,0.05951593332046122,62.580654365111656,9.658888816833496,0.37079125669278257,10.40047133021906,8.917306303447932,0.03696231860883612
2020-10-13,9.880000114440918,9.880000114440918,9.40999984741211,9.470000267028809,9.470000267028809,21847200,-0.042467144763802644,-0.043395244953424617,9.86200008392334,-0.3919998168945309,9.639999961853027,-0.1699996948242184,9.639999961853027,-0.1699996948242184,9.639999961853027,-0.1699996948242184,9.639999961853027,-0.1699996948242184,9.639999961853027,-0.1699996948242184,9.665959282407103,9.59338816371801,0.07257111868909227,0.04556467615418384,0.027006442534908436,49.23858533584407,9.639999961853027,0.35465166699814843,10.349303295849325,8.93069662785673,0.038157334334477606
